id_pedido;dt_pedido;id_cliente;nm_categoria_produto;nm_regiao;nr_quantidade;nr_preco_unitario;vl_desconto;nr_dias_para_entrega;nr_estrela_cliente;ds_metodo_pagamento
"63013";2026-07-04 00:00:00,000;"1655";"Automotivo";"Norte";2;9,92;0,04;15;3,2;"Débito"
"110683";2006-05-20 00:00:00,000;"4115";"Automotivo";"Norte";25;15,81;0,02;23;2,9;"Débito"
"44878";2017-12-20 00:00:00,000;"3003";"Automotivo";"Norte";3;2,67;0,3;4;3,4;"Débito"
"99280";2021-09-26 00:00:00,000;"6818";"Pets";"Norte";2;2,42;0,05;2;4,9;"Débito"
"104608";2013-02-01 00:00:00,000;"4545";"Automotivo";"Norte";6;291,56;0,02;17;4,9;"Débito"
"26799";2020-11-04 00:00:00,000;"5713";"Automotivo";"Norte";15;15,38;0,27;20;2,3;"Débito"
"102188";2018-06-14 00:00:00,000;"1153";"Mobília";"Norte";2;4,28;0,27;26;1,5;"Débito"
"18357";2024-12-19 00:00:00,000;"3084";"Mobília";"Norte";12;19,72;0,08;6;4,3;"Débito"
"35155";2007-01-28 00:00:00,000;"5036";"Mobília";"Norte";2;83,83;0,03;20;4,5;"Débito"
"112777";2019-09-09 00:00:00,000;"2820";"Automotivo";"Norte";19;222,33;0,24;14;4,8;"Débito"
"107461";2014-11-15 00:00:00,000;"5118";"Pets";"Norte";4;2,92;0,07;23;2,9;"Débito"
"75344";2024-10-22 00:00:00,000;"1842";"Automotivo";"Norte";6;11,5;0,2;15;4,4;"Débito"
"77984";2006-11-18 00:00:00,000;"2638";"Mobília";"Norte";28;124,83;0,12;4;3,7;"Débito"
"47713";2010-06-15 00:00:00,000;"3425";"Mobília";"Norte";6;552,46;0,01;24;2,3;"Débito"
"23680";2006-04-13 00:00:00,000;"4406";"Mobília";"Norte";2;3,8;0,12;5;3,9;"Débito"
"52483";2024-04-30 00:00:00,000;"6225";"Mobília";"Norte";4;3,28;0,01;21;2,2;"Débito"
"77507";2022-09-01 00:00:00,000;"5850";"Pets";"Norte";18;16,33;0,15;8;3,2;"Débito"
"71097";2016-04-27 00:00:00,000;"3377";"Mobília";"Norte";14;89,53;0,05;26;2,3;"Débito"
"112964";2010-03-23 00:00:00,000;"1189";"Automotivo";"Norte";10;270,42;0,29;8;2,7;"Débito"
"102493";2023-12-17 00:00:00,000;"5720";"Pets";"Norte";4;7,08;0,09;26;3,8;"Débito"
"18438";2010-04-03 00:00:00,000;"4509";"Automotivo";"Norte";2;121,71;0,11;15;2,7;"Débito"
"71542";2012-10-04 00:00:00,000;"6553";"Pets";"Norte";12;144,38;0,08;28;4,3;"Débito"
"54974";2022-08-16 00:00:00,000;"4785";"Automotivo";"Norte";4;118,72;0,25;27;2,7;"Débito"
"19913";2016-04-04 00:00:00,000;"2534";"Pets";"Norte";12;318,79;0,07;18;3,1;"Débito"
"20687";2018-06-04 00:00:00,000;"2150";"Mobília";"Norte";6;271,31;0,12;27;2,5;"Débito"
"40772";2008-08-31 00:00:00,000;"4426";"Pets";"Norte";2;43,49;0,18;9;4,2;"Débito"
"104380";2021-03-13 00:00:00,000;"1520";"Mobília";"Norte";7;589,34;0,01;7;3,2;"Débito"
"50105";2011-05-04 00:00:00,000;"3718";"Automotivo";"Norte";2;881,7;0,15;11;4,1;"Débito"
"70737";2025-06-06 00:00:00,000;"3379";"Mobília";"Norte";2;4,54;0,12;4;1,8;"Débito"
"105427";2024-10-04 00:00:00,000;"4930";"Automotivo";"Norte";19;167,05;0,2;24;4;"Débito"
"104444";2014-10-28 00:00:00,000;"4094";"Automotivo";"Norte";14;43,69;0,07;7;1,3;"Débito"
"51970";2021-05-17 00:00:00,000;"5795";"Pets";"Norte";4;244,29;0,2;14;4,4;"Débito"
"25554";2017-04-26 00:00:00,000;"1819";"Pets";"Norte";8;11,32;0,18;1;1,6;"Débito"
"98937";2015-02-22 00:00:00,000;"3913";"Automotivo";"Norte";16;40,13;0,21;2;4,5;"Débito"
"69148";2018-06-03 00:00:00,000;"5967";"Mobília";"Norte";15;155,22;0,09;27;3,6;"Débito"
"40847";2026-06-29 00:00:00,000;"5059";"Pets";"Norte";21;3,61;0,13;3;4;"Débito"
"71276";2022-01-02 00:00:00,000;"4935";"Automotivo";"Norte";15;25,93;0,26;20;4,8;"Débito"
"36942";2014-09-14 00:00:00,000;"5869";"Pets";"Norte";15;141,67;0,12;25;4,6;"Débito"
"111009";2017-07-07 00:00:00,000;"3408";"Automotivo";"Norte";9;19,89;0,07;1;3,9;"Débito"
"88261";2024-06-24 00:00:00,000;"3704";"Pets";"Norte";11;682,14;0,07;1;2,6;"Débito"
"69107";2006-10-24 00:00:00,000;"6340";"Automotivo";"Norte";20;10,12;0,25;18;4,3;"Débito"
"27009";2006-10-31 00:00:00,000;"6160";"Pets";"Norte";2;71,77;0,29;19;4,4;"Débito"
"78184";2006-06-17 00:00:00,000;"5087";"Pets";"Norte";12;3,12;0,16;25;3,2;"Débito"
"92694";2024-03-08 00:00:00,000;"1162";"Saúde";"Norte";6;394,2;0,23;14;4,7;"Débito"
"48002";2010-09-25 00:00:00,000;"1443";"Saúde";"Norte";12;43,13;0,1;13;4,2;"Débito"
"62769";2006-01-11 00:00:00,000;"4248";"Saúde";"Norte";22;492,42;0,18;12;3,7;"Débito"
"102650";2015-10-24 00:00:00,000;"3680";"Saúde";"Norte";2;9,1;0,23;14;3,5;"Débito"
"51890";2008-07-23 00:00:00,000;"5871";"Saúde";"Norte";27;66,54;0,18;4;4,7;"Débito"
"74359";2019-08-26 00:00:00,000;"2232";"Saúde";"Norte";12;44,24;0,03;14;3,1;"Débito"
"64965";2005-09-28 00:00:00,000;"5431";"Saúde";"Norte";13;9,38;0,26;22;3,1;"Débito"
"113506";2015-10-30 00:00:00,000;"3737";"Saúde";"Norte";13;2,86;0,26;5;1,4;"Débito"
"78348";2009-10-06 00:00:00,000;"6125";"Saúde";"Norte";27;13,1;0,29;15;4,4;"Débito"
"46941";2004-05-14 00:00:00,000;"2366";"Saúde";"Norte";15;6,31;0,14;14;3,6;"Débito"
"78871";2008-08-08 00:00:00,000;"5390";"Saúde";"Norte";6;300,19;0,04;5;4,9;"Débito"
"106651";2022-02-15 00:00:00,000;"6268";"Saúde";"Norte";2;44,18;0,29;2;2,8;"Débito"
"95448";2005-10-04 00:00:00,000;"1362";"Saúde";"Norte";9;527,36;0,26;2;4,2;"Débito"
"65457";2026-01-27 00:00:00,000;"6001";"Saúde";"Norte";12;343,31;0,06;4;4,4;"Débito"
"40211";2010-09-21 00:00:00,000;"4700";"Saúde";"Norte";2;284,6;0,23;11;3,9;"Débito"
"24778";2017-03-02 00:00:00,000;"2800";"Saúde";"Norte";4;9,42;0,16;19;3,7;"Débito"
"25780";2005-10-09 00:00:00,000;"1217";"Saúde";"Norte";25;143,29;0,02;1;3,3;"Débito"
"95717";2004-11-12 00:00:00,000;"3540";"Saúde";"Norte";7;33,22;0,16;3;3,4;"Débito"
"55388";2022-05-06 00:00:00,000;"6143";"Saúde";"Norte";9;553,1;0,21;2;3,9;"Débito"
"19417";2014-08-29 00:00:00,000;"4296";"Saúde";"Norte";20;4,5;0,19;1;4;"Débito"
"47670";2016-03-26 00:00:00,000;"6012";"Saúde";"Norte";14;307,48;0,05;27;1,6;"Débito"
"90060";2012-06-12 00:00:00,000;"2551";"Saúde";"Norte";20;166,06;0,07;14;4,1;"Débito"
"26340";2006-10-20 00:00:00,000;"2118";"Saúde";"Norte";17;757,47;0,28;21;2,9;"Débito"
"94091";2016-04-15 00:00:00,000;"4150";"Saúde";"Norte";3;6,93;0,03;17;3,3;"Débito"
"51408";2026-01-15 00:00:00,000;"1399";"Saúde";"Norte";2;4,96;0,12;9;3,7;"Débito"
"109720";2004-05-30 00:00:00,000;"2924";"Saúde";"Norte";5;132,15;0,19;18;4,4;"Débito"
"39185";2011-03-27 00:00:00,000;"3417";"Saúde";"Norte";3;562,72;0,12;4;3,3;"Débito"
"91609";2009-03-01 00:00:00,000;"6560";"Saúde";"Norte";11;19,92;0,26;2;3,4;"Débito"
"29038";2019-06-08 00:00:00,000;"4183";"Saúde";"Norte";17;144,64;0,17;25;4,6;"Débito"
"89169";2025-07-27 00:00:00,000;"4650";"Saúde";"Norte";28;316,51;0,06;14;3,1;"Débito"
"41815";2008-06-05 00:00:00,000;"4466";"Saúde";"Norte";20;862,46;0,14;28;4,4;"Débito"
"114435";2013-12-09 00:00:00,000;"2146";"Saúde";"Norte";4;186,04;0,25;25;3,4;"Débito"
"25943";2008-02-26 00:00:00,000;"4030";"Saúde";"Norte";10;2,58;0,12;25;1,4;"Débito"
"43371";2008-06-19 00:00:00,000;"5064";"Saúde";"Norte";3;672,49;0,22;13;4,4;"Débito"
"110189";2020-01-12 00:00:00,000;"4564";"Saúde";"Norte";27;2,58;0,21;21;4,2;"Débito"
"113797";2016-05-17 00:00:00,000;"4010";"Saúde";"Norte";9;3,11;0,13;3;2,9;"Débito"
"112035";2019-07-02 00:00:00,000;"6816";"Saúde";"Norte";15;537,84;0,18;11;3,8;"Débito"
"65165";2015-08-09 00:00:00,000;"2076";"Saúde";"Norte";4;445,34;0,12;13;3,4;"Débito"
"84273";2025-11-03 00:00:00,000;"3441";"Saúde";"Norte";7;403,29;0,25;20;3,9;"Débito"
"106664";2026-04-26 00:00:00,000;"5681";"Saúde";"Norte";5;2,17;0,14;2;4,1;"Débito"
"105821";2007-08-11 00:00:00,000;"2309";"Saúde";"Norte";29;78,84;0,25;12;4,5;"Débito"
"86072";2010-09-15 00:00:00,000;"1874";"Saúde";"Norte";18;10,94;0,2;2;4;"Débito"
"19453";2013-08-24 00:00:00,000;"1326";"Saúde";"Norte";29;6,08;0,18;5;3,5;"Débito"
"39250";2025-05-16 00:00:00,000;"5228";"Saúde";"Norte";3;9,91;0,24;1;3,4;"Débito"
"105370";2010-09-30 00:00:00,000;"6832";"Saúde";"Norte";5;336,02;0,06;3;3,8;"Débito"
"43747";2009-08-17 00:00:00,000;"4462";"Saúde";"Norte";20;41,57;0,2;5;3,5;"Débito"
"79317";2010-06-28 00:00:00,000;"6408";"Saúde";"Norte";12;23,93;0,13;2;3,9;"Débito"
"101023";2023-03-19 00:00:00,000;"3818";"Saúde";"Norte";28;2,69;0,2;25;4,1;"Débito"
"77738";2024-04-14 00:00:00,000;"1431";"Saúde";"Norte";14;2,94;0,22;5;4,2;"Débito"
"90501";2017-03-01 00:00:00,000;"5565";"Saúde";"Norte";20;408,6;0,03;4;4,6;"Débito"
"108610";2009-01-24 00:00:00,000;"5352";"Saúde";"Norte";6;13,88;0,18;24;4,7;"Débito"
"73564";2007-07-26 00:00:00,000;"2400";"Saúde";"Norte";11;2,42;0,24;23;4,5;"Débito"
"33394";2015-11-04 00:00:00,000;"6393";"Saúde";"Norte";4;840,45;0,28;5;3,6;"Débito"
"96350";2017-08-08 00:00:00,000;"5231";"Saúde";"Norte";10;14,06;0,21;6;3,3;"Débito"
"56791";2023-06-15 00:00:00,000;"4983";"Saúde";"Norte";10;28,61;0,1;1;3,5;"Débito"
"82310";2004-04-13 00:00:00,000;"2481";"Saúde";"Norte";24;39,81;0,04;2;3,4;"Débito"
"40149";2008-04-08 00:00:00,000;"6596";"Saúde";"Norte";27;13,53;0,17;28;3,8;"Débito"
"66350";2026-04-13 00:00:00,000;"4604";"Saúde";"Norte";2;43,08;0,25;28;3,6;"Débito"
"58184";2023-09-21 00:00:00,000;"4021";"Saúde";"Norte";6;19,25;0,07;20;3,8;"Débito"
"46004";2010-01-06 00:00:00,000;"4230";"Saúde";"Norte";10;30,74;0,11;2;4,5;"Débito"
"32128";2005-02-02 00:00:00,000;"1424";"Saúde";"Norte";12;368,46;0,12;2;4;"Débito"
"87489";2009-05-14 00:00:00,000;"6511";"Saúde";"Norte";2;7,39;0,23;8;4,3;"Débito"
"69785";2004-12-06 00:00:00,000;"2348";"Saúde";"Norte";16;28,42;0,26;20;3,4;"Débito"
"89580";2017-12-28 00:00:00,000;"4688";"Saúde";"Norte";19;350,2;0,03;15;2,5;"Débito"
"61923";2005-07-29 00:00:00,000;"1415";"Saúde";"Norte";26;25,46;0,21;18;1,2;"Débito"
"101356";2016-08-01 00:00:00,000;"6858";"Brinquedos";"Norte";27;502,26;0,02;21;2,3;"Débito"
"93277";2007-10-26 00:00:00,000;"4365";"Brinquedos";"Norte";25;554,12;0,1;23;3,5;"Débito"
"38633";2025-07-06 00:00:00,000;"2323";"Brinquedos";"Norte";2;7,21;0,09;27;2,4;"Débito"
"58216";2017-05-01 00:00:00,000;"1874";"Brinquedos";"Norte";3;135,08;0,23;12;4,5;"Débito"
"15774";2017-02-04 00:00:00,000;"3204";"Brinquedos";"Norte";2;9,52;0,21;7;3,8;"Débito"
"50058";2007-11-27 00:00:00,000;"6997";"Brinquedos";"Norte";9;47,1;0,2;17;3,2;"Débito"
"66383";2005-06-19 00:00:00,000;"1900";"Brinquedos";"Norte";6;315,07;0,27;26;4,4;"Débito"
"103131";2024-04-04 00:00:00,000;"1144";"Brinquedos";"Norte";22;29,47;0,21;15;4,7;"Débito"
"78528";2024-11-14 00:00:00,000;"4267";"Brinquedos";"Norte";3;36,37;0,12;28;3,2;"Débito"
"66986";2016-04-11 00:00:00,000;"2845";"Brinquedos";"Norte";25;17,31;0,14;9;4,3;"Débito"
"104191";2007-02-24 00:00:00,000;"3616";"Brinquedos";"Norte";2;5,34;0,29;1;2,8;"Débito"
"45016";2015-01-30 00:00:00,000;"2798";"Brinquedos";"Norte";16;46,06;0,1;27;4,6;"Débito"
"89897";2010-05-12 00:00:00,000;"2045";"Brinquedos";"Norte";2;72,16;0,09;17;3;"Débito"
"93386";2008-07-10 00:00:00,000;"1989";"Brinquedos";"Norte";4;123,81;0,11;4;3,7;"Débito"
"86853";2022-09-30 00:00:00,000;"5834";"Brinquedos";"Norte";19;175,93;0,29;20;2,7;"Débito"
"83276";2020-09-28 00:00:00,000;"3832";"Brinquedos";"Norte";10;3,81;0,21;6;2,9;"Débito"
"51662";2025-04-07 00:00:00,000;"5746";"Brinquedos";"Norte";3;234,09;0,22;15;4,7;"Débito"
"33649";2021-09-30 00:00:00,000;"6041";"Brinquedos";"Norte";9;69,13;0,29;10;4,6;"Débito"
"66700";2023-04-30 00:00:00,000;"6559";"Brinquedos";"Norte";16;5,07;0,18;9;3,7;"Débito"
"52217";2015-07-03 00:00:00,000;"3314";"Brinquedos";"Norte";10;20,64;0,21;22;3,4;"Débito"
"95901";2013-03-01 00:00:00,000;"6867";"Brinquedos";"Norte";14;17,19;0,21;8;4;"Débito"
"58746";2004-10-05 00:00:00,000;"2379";"Brinquedos";"Norte";3;25,85;0,24;2;4,2;"Débito"
"55308";2022-06-18 00:00:00,000;"4446";"Brinquedos";"Norte";2;925,01;0,21;3;3,6;"Débito"
"113451";2014-09-08 00:00:00,000;"4931";"Brinquedos";"Norte";24;26,96;0,07;2;4;"Débito"
"52375";2004-10-04 00:00:00,000;"5617";"Brinquedos";"Norte";11;51,34;0,17;13;4,4;"Débito"
"71453";2017-05-24 00:00:00,000;"1193";"Brinquedos";"Norte";5;13,35;0,03;17;1,9;"Débito"
"113159";2015-09-03 00:00:00,000;"4727";"Brinquedos";"Norte";3;3,12;0,15;7;4,2;"Débito"
"80446";2018-01-06 00:00:00,000;"2372";"Brinquedos";"Norte";7;4,08;0,09;9;4,4;"Débito"
"34059";2015-05-14 00:00:00,000;"3568";"Brinquedos";"Norte";7;72,13;0,26;23;4,1;"Débito"
"64862";2007-06-04 00:00:00,000;"2100";"Brinquedos";"Norte";29;34,73;0,18;26;4,6;"Débito"
"58207";2023-03-13 00:00:00,000;"6478";"Brinquedos";"Norte";2;267,9;0,23;25;1,8;"Débito"
"31693";2020-11-22 00:00:00,000;"4939";"Brinquedos";"Norte";5;839,44;0,14;18;2,5;"Débito"
"86178";2025-03-15 00:00:00,000;"4012";"Brinquedos";"Norte";4;464,2;0,09;19;3,7;"Débito"
"16195";2004-03-03 00:00:00,000;"3531";"Brinquedos";"Norte";3;2,61;0,25;8;2,1;"Débito"
"72576";2011-08-16 00:00:00,000;"1662";"Brinquedos";"Norte";5;719,11;0,11;9;3,3;"Débito"
"51845";2004-02-06 00:00:00,000;"2255";"Brinquedos";"Norte";9;4,55;0,29;3;4,8;"Débito"
"92880";2010-10-17 00:00:00,000;"2653";"Brinquedos";"Norte";17;3,93;0,27;1;3,7;"Débito"
"73614";2016-09-22 00:00:00,000;"1278";"Brinquedos";"Norte";3;78,54;0,26;3;3,4;"Débito"
"100829";2012-01-27 00:00:00,000;"6501";"Brinquedos";"Norte";2;5,49;0,23;23;4,2;"Débito"
"49569";2015-07-22 00:00:00,000;"1913";"Brinquedos";"Norte";11;78,58;0,17;7;1,5;"Débito"
"107975";2025-04-16 00:00:00,000;"1532";"Brinquedos";"Norte";4;38,63;0,2;7;3,2;"Débito"
"68858";2017-05-06 00:00:00,000;"4820";"Brinquedos";"Norte";22;8,78;0,25;12;4;"Débito"
"63368";2004-11-07 00:00:00,000;"6828";"Brinquedos";"Norte";2;29,05;0,2;2;3,8;"Débito"
"68705";2014-12-08 00:00:00,000;"6737";"Brinquedos";"Norte";2;7,01;0,25;5;3;"Débito"
"72988";2007-03-22 00:00:00,000;"3487";"Brinquedos";"Norte";14;25,63;0,18;22;1;"Débito"
"79698";2012-10-20 00:00:00,000;"6207";"Brinquedos";"Norte";23;6,02;0,05;7;2,6;"Débito"
"30305";2019-07-23 00:00:00,000;"6562";"Brinquedos";"Norte";3;12,58;0,11;13;3;"Débito"
"90456";2004-07-25 00:00:00,000;"3113";"Brinquedos";"Norte";18;29,48;0,14;9;4,2;"Débito"
"96086";2013-03-19 00:00:00,000;"3419";"Brinquedos";"Norte";28;260,94;0,09;3;3,2;"Débito"
"26142";2023-09-29 00:00:00,000;"1535";"Brinquedos";"Norte";7;5,22;0,18;22;4;"Débito"
"80206";2011-09-22 00:00:00,000;"5447";"Brinquedos";"Norte";16;596,36;0,27;22;4;"Débito"
"26599";2024-09-22 00:00:00,000;"3344";"Brinquedos";"Norte";2;4,62;0,15;18;4,1;"Débito"
"93585";2005-02-16 00:00:00,000;"6920";"Brinquedos";"Norte";2;43,12;0,19;26;3,2;"Débito"
"37033";2020-05-25 00:00:00,000;"2285";"Brinquedos";"Norte";20;5,71;0,04;10;4,5;"Débito"
"74099";2017-10-23 00:00:00,000;"3436";"Brinquedos";"Norte";23;33,44;0,02;22;3;"Débito"
"93649";2014-03-30 00:00:00,000;"6610";"Brinquedos";"Norte";5;66,04;0,19;14;3;"Débito"
"109675";2026-07-06 00:00:00,000;"1735";"Brinquedos";"Norte";24;10,34;0,28;10;4,4;"Débito"
"97085";2010-04-01 00:00:00,000;"6406";"Brinquedos";"Norte";2;629,28;0,19;13;2,3;"Débito"
"94168";2018-05-27 00:00:00,000;"4902";"Brinquedos";"Norte";26;4,84;0,13;1;4,8;"Débito"
"97171";2018-01-26 00:00:00,000;"2749";"Brinquedos";"Norte";28;46,03;0,08;22;2,3;"Débito"
"80986";2009-05-17 00:00:00,000;"6575";"Brinquedos";"Norte";6;271,07;0,22;27;4,1;"Débito"
"56955";2022-07-01 00:00:00,000;"4412";"Brinquedos";"Norte";10;64,21;0,15;21;2,5;"Débito"
"33563";2019-09-20 00:00:00,000;"6665";"Brinquedos";"Norte";22;9,07;0,3;15;4,5;"Débito"
"25791";2022-07-26 00:00:00,000;"5714";"Brinquedos";"Norte";2;4,41;0,26;8;1,5;"Débito"
"47057";2007-05-03 00:00:00,000;"2550";"Brinquedos";"Norte";16;250,37;0,16;5;4,4;"Débito"
"100681";2005-06-10 00:00:00,000;"6568";"Brinquedos";"Norte";24;165,62;0,11;19;4;"Débito"
"105070";2021-08-21 00:00:00,000;"5058";"Brinquedos";"Norte";26;236,32;0,29;11;1,8;"Débito"
"94947";2004-03-29 00:00:00,000;"2387";"Brinquedos";"Norte";16;86,33;0,04;4;2,3;"Débito"
"112517";2005-02-15 00:00:00,000;"6774";"Brinquedos";"Norte";21;259,5;0,14;14;3,7;"Débito"
"76692";2020-02-17 00:00:00,000;"5522";"Brinquedos";"Norte";21;51,18;0,13;11;3,7;"Débito"
"82941";2007-12-05 00:00:00,000;"3874";"Esportes";"Norte";22;94,79;0,08;1;2,9;"Débito"
"33846";2018-09-28 00:00:00,000;"4166";"Esportes";"Norte";13;77,67;0,17;2;3,5;"Débito"
"106499";2009-03-15 00:00:00,000;"1174";"Esportes";"Norte";15;755,64;0,09;14;3,4;"Débito"
"28131";2022-11-24 00:00:00,000;"2982";"Esportes";"Norte";13;2,17;0,13;25;3,1;"Débito"
"64997";2026-07-31 00:00:00,000;"3950";"Esportes";"Norte";17;217,76;0,02;13;4,5;"Débito"
"77502";2015-01-03 00:00:00,000;"3067";"Esportes";"Norte";29;59,78;0,09;19;4,7;"Débito"
"15583";2025-01-17 00:00:00,000;"5249";"Esportes";"Norte";29;247,61;0,02;21;4,8;"Débito"
"33583";2013-06-10 00:00:00,000;"3447";"Esportes";"Norte";17;112,61;0,07;24;4,3;"Débito"
"113894";2017-07-20 00:00:00,000;"5140";"Esportes";"Norte";7;4,02;0,09;4;2,8;"Débito"
"65211";2021-06-24 00:00:00,000;"4724";"Esportes";"Norte";6;471,96;0,29;7;4,3;"Débito"
"47597";2024-05-29 00:00:00,000;"2523";"Esportes";"Norte";3;16,82;0,19;28;2,5;"Débito"
"21557";2009-09-27 00:00:00,000;"3924";"Esportes";"Norte";5;36,65;0,02;6;3,1;"Débito"
"99197";2016-12-16 00:00:00,000;"1545";"Esportes";"Norte";8;18,73;0,28;5;4,7;"Débito"
"28886";2026-02-15 00:00:00,000;"4288";"Esportes";"Norte";2;16,5;0,24;20;4;"Débito"
"26394";2014-02-16 00:00:00,000;"2068";"Esportes";"Norte";17;31,93;0,03;21;3,6;"Débito"
"45384";2017-12-16 00:00:00,000;"5776";"Esportes";"Norte";25;142,18;0,27;16;3,9;"Débito"
"43066";2016-09-28 00:00:00,000;"4546";"Esportes";"Norte";19;298,69;0,01;17;4,2;"Débito"
"106881";2014-07-16 00:00:00,000;"1906";"Esportes";"Norte";6;1070,86;0,09;8;4,2;"Débito"
"31822";2010-08-18 00:00:00,000;"1016";"Esportes";"Norte";16;140,77;0,17;9;4,5;"Débito"
"104714";2026-07-11 00:00:00,000;"5974";"Esportes";"Norte";18;17,82;0,24;2;2,9;"Débito"
"46410";2009-12-04 00:00:00,000;"1186";"Esportes";"Norte";11;521,1;0,23;26;4,9;"Débito"
"106444";2012-04-20 00:00:00,000;"5119";"Esportes";"Norte";3;181,08;0,3;19;4,1;"Débito"
"47545";2018-07-19 00:00:00,000;"4357";"Esportes";"Norte";5;219,73;0,23;1;4,5;"Débito"
"61941";2025-10-09 00:00:00,000;"2792";"Esportes";"Norte";20;516,5;0,11;26;3;"Débito"
"20598";2026-02-28 00:00:00,000;"1001";"Esportes";"Norte";3;325,01;0,19;6;4,5;"Débito"
"84851";2019-10-06 00:00:00,000;"5139";"Esportes";"Norte";10;7,4;0,3;2;3,2;"Débito"
"101552";2008-12-02 00:00:00,000;"3369";"Esportes";"Norte";2;484,67;0,27;14;4,6;"Débito"
"43928";2019-10-19 00:00:00,000;"1709";"Esportes";"Norte";7;7,26;0,14;3;4,4;"Débito"
"73683";2019-01-22 00:00:00,000;"1610";"Esportes";"Norte";28;467,94;0,15;1;4,8;"Débito"
"80275";2019-07-12 00:00:00,000;"6106";"Esportes";"Norte";27;24,94;0,27;17;3,4;"Débito"
"56462";2017-03-06 00:00:00,000;"5039";"Esportes";"Norte";4;56,1;0,09;22;4;"Débito"
"101386";2006-04-12 00:00:00,000;"3788";"Esportes";"Norte";7;108,79;0,14;16;4,8;"Débito"
"49815";2025-08-23 00:00:00,000;"4991";"Esportes";"Norte";3;189,74;0,19;28;4,9;"Débito"
"22201";2022-11-12 00:00:00,000;"1611";"Esportes";"Norte";2;225,49;0,01;11;2;"Débito"
"73678";2013-09-03 00:00:00,000;"4663";"Esportes";"Norte";13;125,52;0,29;12;3;"Débito"
"35673";2006-01-08 00:00:00,000;"2145";"Esportes";"Norte";7;27,04;0,08;7;1,9;"Débito"
"15464";2020-01-29 00:00:00,000;"1239";"Esportes";"Norte";27;199,87;0,26;22;2,8;"Débito"
"103757";2024-08-20 00:00:00,000;"3830";"Esportes";"Norte";18;130,42;0,06;23;2,9;"Débito"
"105940";2016-10-11 00:00:00,000;"2496";"Esportes";"Norte";12;44,52;0,26;7;2,7;"Débito"
"16527";2024-02-07 00:00:00,000;"5967";"Esportes";"Norte";10;335,81;0,09;7;1,5;"Débito"
"100556";2018-12-19 00:00:00,000;"3230";"Esportes";"Norte";9;32,26;0,12;1;4,7;"Débito"
"83031";2012-11-02 00:00:00,000;"3987";"Esportes";"Norte";4;8,56;0,26;3;4;"Débito"
"40617";2005-09-11 00:00:00,000;"3762";"Esportes";"Norte";16;17,61;0,08;25;3,8;"Débito"
"74150";2021-07-06 00:00:00,000;"6972";"Esportes";"Norte";14;65,2;0,24;18;2,7;"Débito"
"46140";2017-09-04 00:00:00,000;"4665";"Esportes";"Norte";21;24,33;0,25;25;4,3;"Débito"
"39000";2019-05-05 00:00:00,000;"5840";"Esportes";"Norte";8;132,6;0,13;15;4,2;"Débito"
"91223";2009-09-17 00:00:00,000;"6589";"Esportes";"Norte";27;931,78;0,24;10;4,4;"Débito"
"28173";2011-12-23 00:00:00,000;"1952";"Esportes";"Norte";24;4,76;0,2;19;3,6;"Débito"
"51151";2006-07-11 00:00:00,000;"6813";"Esportes";"Norte";2;304,27;0,16;4;3,2;"Débito"
"41512";2010-06-19 00:00:00,000;"4413";"Esportes";"Norte";12;623,4;0,19;21;3,4;"Débito"
"98069";2016-10-07 00:00:00,000;"2292";"Esportes";"Norte";15;932,74;0,26;27;3,8;"Débito"
"96420";2022-05-22 00:00:00,000;"3309";"Esportes";"Norte";23;28,59;0,08;3;3,3;"Débito"
"50660";2013-02-23 00:00:00,000;"1263";"Esportes";"Norte";12;268,97;0,15;23;2,5;"Débito"
"38056";2011-10-09 00:00:00,000;"1864";"Esportes";"Norte";9;348,15;0,18;27;3,7;"Débito"
"96368";2024-05-18 00:00:00,000;"6532";"Esportes";"Norte";29;5,9;0,1;25;2,9;"Débito"
"114177";2009-08-20 00:00:00,000;"6117";"Esportes";"Norte";4;10,34;0,06;20;2;"Débito"
"96163";2009-03-23 00:00:00,000;"6970";"Esportes";"Norte";2;3,2;0,06;13;2,8;"Débito"
"21342";2013-01-12 00:00:00,000;"4801";"Esportes";"Norte";22;23,07;0,24;19;2,6;"Débito"
"25422";2012-08-17 00:00:00,000;"4292";"Esportes";"Norte";5;2,08;0,1;6;3,6;"Débito"
"74705";2005-04-12 00:00:00,000;"2896";"Esportes";"Norte";20;10,19;0,25;9;3,8;"Débito"
"22878";2009-02-22 00:00:00,000;"5205";"Esportes";"Norte";3;118,23;0,05;9;3,7;"Débito"
"52624";2023-12-08 00:00:00,000;"3853";"Esportes";"Norte";13;17,39;0,01;22;4,8;"Débito"
"63440";2007-01-26 00:00:00,000;"4314";"Esportes";"Norte";27;2,41;0,09;18;4,2;"Débito"
"22747";2010-08-27 00:00:00,000;"5686";"Esportes";"Norte";13;45,14;0,09;18;3,5;"Débito"
"78455";2008-09-13 00:00:00,000;"1939";"Esportes";"Norte";4;40,06;0,12;10;3;"Débito"
"85575";2026-06-21 00:00:00,000;"1879";"Esportes";"Norte";22;266,12;0,28;7;4,2;"Débito"
"47540";2004-04-07 00:00:00,000;"2930";"Esportes";"Norte";8;71,13;0,05;25;1,5;"Débito"
"95505";2013-07-09 00:00:00,000;"4072";"Esportes";"Norte";21;18,63;0,03;2;2,3;"Débito"
