Data do Pedido;Categoria Produto;Região;Quantidade Vedida;Preço Unitário;Desconto;Quantidade de Dias Entrega;Avaliação do Cliente;Metodo de Pagamento;Valor total venda;Valor total desconto aplicado;Data do Pedido Dia;Data do Pedido Mês;Data do Pedido Ano
2012-08-18 00:00:00,000;"Brinquedos";"Nordeste";2;14,71;0,1;21;3,5;"Débito";26,478;2,942;"18";"08";"2012"
2020-09-17 00:00:00,000;"Brinquedos";"Nordeste";9;669,5;0,26;20;4,3;"Débito";4458,87;1566,6299999999999;"17";"09";"2020"
2009-10-19 00:00:00,000;"Brinquedos";"Nordeste";13;131,04;0,11;7;3,7;"Débito";1516,1327999999999;187,38719999999998;"19";"10";"2009"
2024-09-02 00:00:00,000;"Brinquedos";"Nordeste";2;30,26;0,1;7;4,3;"Débito";54,468;6,0520000000000005;"02";"09";"2024"
2010-06-06 00:00:00,000;"Brinquedos";"Nordeste";8;986,59;0,13;11;4,4;"Débito";6866,6664;1026,0536;"06";"06";"2010"
2004-07-12 00:00:00,000;"Brinquedos";"Nordeste";24;958,7;0,28;3;4,2;"Débito";16566,336;6442,4640000000009;"12";"07";"2004"
2005-10-07 00:00:00,000;"Brinquedos";"Nordeste";1;441,05;0,06;26;2;"Débito";414,587;26,463;"07";"10";"2005"
2012-01-04 00:00:00,000;"Brinquedos";"Nordeste";1;23,32;0,21;14;3,4;"Débito";18,422800000000002;4,8972;"04";"01";"2012"
2006-01-20 00:00:00,000;"Brinquedos";"Nordeste";29;497,79;0,13;4;4;"Débito";12559,2417;1876,6683;"20";"01";"2006"
2006-01-30 00:00:00,000;"Brinquedos";"Nordeste";9;638,57;0,06;21;3,7;"Débito";5402,3022;344,8278;"30";"01";"2006"
2022-12-17 00:00:00,000;"Brinquedos";"Nordeste";16;83,45;0,26;3;2,5;"Débito";988,048;347,15200000000004;"17";"12";"2022"
2005-08-30 00:00:00,000;"Brinquedos";"Nordeste";1;323,1;0,18;15;3,4;"Débito";264,942;58,158;"30";"08";"2005"
2008-02-19 00:00:00,000;"Brinquedos";"Nordeste";12;784,42;0,26;3;3,2;"Débito";6965,6495999999988;2447,3903999999998;"19";"02";"2008"
2024-04-05 00:00:00,000;"Brinquedos";"Nordeste";1;160,26;0,11;15;3;"Débito";142,63139999999999;17,6286;"05";"04";"2024"
2019-04-27 00:00:00,000;"Brinquedos";"Nordeste";1;257,74;0,13;5;3,5;"Débito";224,2338;33,5062;"27";"04";"2019"
2014-02-28 00:00:00,000;"Brinquedos";"Nordeste";22;62,95;0,2;9;4,5;"Débito";1107,92;276,98;"28";"02";"2014"
2010-01-02 00:00:00,000;"Brinquedos";"Nordeste";3;217,68;0,15;26;1;"Débito";555,08400000000006;97,956;"02";"01";"2010"
2004-09-20 00:00:00,000;"Brinquedos";"Nordeste";1;4,42;0,05;15;4,6;"Débito";4,199;0,221;"20";"09";"2004"
2022-03-17 00:00:00,000;"Brinquedos";"Nordeste";2;61,96;0,03;16;4,3;"Débito";120,2024;3,7176;"17";"03";"2022"
2023-02-16 00:00:00,000;"Brinquedos";"Nordeste";27;10,74;0,05;1;4,8;"Débito";275,481;14,499;"16";"02";"2023"
2020-06-10 00:00:00,000;"Brinquedos";"Nordeste";6;32,55;0,17;1;3,8;"Débito";162,099;33,201;"10";"06";"2020"
2013-09-11 00:00:00,000;"Brinquedos";"Nordeste";25;4,54;0,24;7;3,5;"Débito";86,26;27,24;"11";"09";"2013"
2017-05-31 00:00:00,000;"Brinquedos";"Nordeste";12;7,59;0,13;24;4,2;"Débito";79,2396;11,8404;"31";"05";"2017"
2011-09-10 00:00:00,000;"Brinquedos";"Nordeste";20;320,26;0,06;8;4,2;"Débito";6020,888;384,31199999999995;"10";"09";"2011"
2020-12-30 00:00:00,000;"Brinquedos";"Nordeste";10;84,54;0,14;15;4,9;"Débito";727,0440000000001;118,35600000000001;"30";"12";"2020"
2008-08-25 00:00:00,000;"Brinquedos";"Nordeste";7;130,7;0,06;13;4,7;"Débito";860,006;54,893999999999991;"25";"08";"2008"
2024-09-24 00:00:00,000;"Brinquedos";"Nordeste";16;39,64;0,06;16;3,2;"Débito";596,1856;38,0544;"24";"09";"2024"
2009-12-03 00:00:00,000;"Brinquedos";"Nordeste";12;34,13;0,1;25;3,2;"Débito";368,60400000000004;40,956;"03";"12";"2009"
2025-11-25 00:00:00,000;"Brinquedos";"Nordeste";19;15,19;0,12;9;4,8;"Débito";253,9768;34,6332;"25";"11";"2025"
2014-09-09 00:00:00,000;"Brinquedos";"Nordeste";6;11,41;0,23;1;3,8;"Débito";52,714200000000005;15,745800000000003;"09";"09";"2014"
2012-03-11 00:00:00,000;"Brinquedos";"Nordeste";3;21,01;0,1;22;3,8;"Débito";56,727000000000004;6,3030000000000008;"11";"03";"2012"
2018-09-10 00:00:00,000;"Brinquedos";"Nordeste";1;93,08;0,13;21;3,4;"Débito";80,9796;12,1004;"10";"09";"2018"
2006-01-02 00:00:00,000;"Brinquedos";"Nordeste";20;4,38;0,04;27;1,9;"Débito";84,095999999999989;3,504;"02";"01";"2006"
2017-12-22 00:00:00,000;"Brinquedos";"Nordeste";5;16,83;0,02;17;1,7;"Débito";82,466999999999985;1,6829999999999998;"22";"12";"2017"
2022-02-19 00:00:00,000;"Brinquedos";"Nordeste";15;82,98;0,24;21;4,3;"Débito";945,97200000000009;298,72799999999995;"19";"02";"2022"
2010-11-11 00:00:00,000;"Brinquedos";"Nordeste";23;2,02;0,01;10;3,8;"Débito";45,995400000000004;0,46459999999999996;"11";"11";"2010"
2012-11-04 00:00:00,000;"Brinquedos";"Nordeste";3;152,38;0,01;23;3,2;"Débito";452,5686;4,5714000000000006;"04";"11";"2012"
2011-02-15 00:00:00,000;"Brinquedos";"Nordeste";26;15,1;0,05;18;2,4;"Débito";372,96999999999997;19,63;"15";"02";"2011"
2018-12-15 00:00:00,000;"Brinquedos";"Nordeste";29;516,44;0,16;28;2,2;"Débito";12580,478400000002;2396,2816000000003;"15";"12";"2018"
2010-11-29 00:00:00,000;"Livros";"Nordeste";15;108,84;0,29;7;3,6;"Débito";1159,1460000000002;473,45399999999995;"29";"11";"2010"
2012-04-18 00:00:00,000;"Livros";"Nordeste";10;3,67;0,16;13;3,8;"Débito";30,827999999999996;5,8720000000000008;"18";"04";"2012"
2021-11-06 00:00:00,000;"Livros";"Nordeste";19;406,24;0,24;3;4,6;"Débito";5866,1056;1852,4544;"06";"11";"2021"
2013-05-07 00:00:00,000;"Livros";"Nordeste";2;14,89;0,08;17;3,7;"Débito";27,3976;2,3824;"07";"05";"2013"
2015-05-27 00:00:00,000;"Livros";"Nordeste";3;28,35;0,02;3;3,9;"Débito";83,349;1,701;"27";"05";"2015"
2023-02-11 00:00:00,000;"Livros";"Nordeste";11;156,94;0,18;7;4,1;"Débito";1415,5988;310,7412;"11";"02";"2023"
2012-07-09 00:00:00,000;"Livros";"Nordeste";6;5,99;0,09;24;3,4;"Débito";32,7054;3,2346000000000004;"09";"07";"2012"
2004-08-31 00:00:00,000;"Livros";"Nordeste";22;12,03;0,2;28;2,3;"Débito";211,72799999999998;52,932;"31";"08";"2004"
2011-11-12 00:00:00,000;"Livros";"Nordeste";3;839,51;0,2;28;2,9;"Débito";2014,8239999999998;503,706;"12";"11";"2011"
2015-05-27 00:00:00,000;"Livros";"Nordeste";14;8,76;0,14;22;1,3;"Débito";105,4704;17,169600000000003;"27";"05";"2015"
2026-02-24 00:00:00,000;"Livros";"Nordeste";5;339,14;0,04;2;3,8;"Débito";1627,8719999999998;67,828;"24";"02";"2026"
2018-11-01 00:00:00,000;"Livros";"Nordeste";14;46,89;0,01;11;4,4;"Débito";649,8954;6,5646;"01";"11";"2018"
2021-07-09 00:00:00,000;"Livros";"Nordeste";8;189,22;0,1;11;4,6;"Débito";1362,384;151,376;"09";"07";"2021"
2008-06-14 00:00:00,000;"Livros";"Nordeste";9;2,85;0,22;4;4,6;"Débito";20,006999999999998;5,643;"14";"06";"2008"
2011-11-30 00:00:00,000;"Livros";"Nordeste";3;5,43;0,17;2;4,1;"Débito";13,5207;2,7693000000000003;"30";"11";"2011"
2016-10-15 00:00:00,000;"Livros";"Nordeste";1;5,92;0,09;6;4,9;"Débito";5,3872;0,53279999999999994;"15";"10";"2016"
2019-09-22 00:00:00,000;"Livros";"Nordeste";2;644,02;0,2;6;4,6;"Débito";1030,432;257,608;"22";"09";"2019"
2009-04-25 00:00:00,000;"Livros";"Nordeste";3;127,5;0,11;13;4,7;"Débito";340,42499999999995;42,075;"25";"04";"2009"
2008-07-29 00:00:00,000;"Livros";"Nordeste";2;2,82;0,03;4;3,3;"Débito";5,4708;0,1692;"29";"07";"2008"
2013-12-09 00:00:00,000;"Livros";"Nordeste";25;636,55;0,23;4;3,4;"Débito";12253,5875;3660,1625;"09";"12";"2013"
2022-03-23 00:00:00,000;"Livros";"Nordeste";2;75,27;0,02;7;4,9;"Débito";147,5292;3,0107999999999997;"23";"03";"2022"
2014-01-25 00:00:00,000;"Livros";"Nordeste";24;494,63;0,15;5;4,3;"Débito";10090,452;1780,6679999999997;"25";"01";"2014"
2012-10-13 00:00:00,000;"Livros";"Nordeste";12;190,09;0,04;7;3,3;"Débito";2189,8368;91,2432;"13";"10";"2012"
2022-02-22 00:00:00,000;"Livros";"Nordeste";23;5,5;0,18;17;4,2;"Débito";103,72999999999999;22,77;"22";"02";"2022"
2021-12-26 00:00:00,000;"Livros";"Nordeste";7;15,85;0,23;4;3,5;"Débito";85,4315;25,518500000000003;"26";"12";"2021"
2023-08-24 00:00:00,000;"Livros";"Nordeste";10;380,1;0,08;23;3,1;"Débito";3496,92;304,08000000000004;"24";"08";"2023"
2024-08-11 00:00:00,000;"Livros";"Nordeste";16;110,92;0,17;24;2,7;"Débito";1473,0176000000001;301,7024;"11";"08";"2024"
2008-12-05 00:00:00,000;"Livros";"Nordeste";4;475,96;0,09;23;3,3;"Débito";1732,4944;171,3456;"05";"12";"2008"
2007-07-09 00:00:00,000;"Livros";"Nordeste";20;198,23;0,26;27;3,1;"Débito";2933,804;1030,796;"09";"07";"2007"
2009-10-20 00:00:00,000;"Livros";"Nordeste";1;105,39;0,23;22;4;"Débito";81,1503;24,239700000000003;"20";"10";"2009"
2011-02-09 00:00:00,000;"Livros";"Nordeste";4;22,87;0,13;12;2,4;"Débito";79,587600000000009;11,8924;"09";"02";"2011"
2014-01-30 00:00:00,000;"Livros";"Nordeste";14;2,6;0,29;24;4,7;"Débito";25,844;10,556000000000001;"30";"01";"2014"
2024-11-13 00:00:00,000;"Livros";"Nordeste";5;72,19;0,09;22;3,3;"Débito";328,4645;32,4855;"13";"11";"2024"
2006-12-01 00:00:00,000;"Livros";"Nordeste";6;1052,74;0,13;28;4,3;"Débito";5495,3028;821,1372;"01";"12";"2006"
2006-12-20 00:00:00,000;"Livros";"Nordeste";25;11,6;0,14;8;2,8;"Débito";249,39999999999998;40,6;"20";"12";"2006"
2020-06-07 00:00:00,000;"Livros";"Nordeste";1;28,62;0,04;1;3,8;"Débito";27,4752;1,1448;"07";"06";"2020"
2010-07-09 00:00:00,000;"Livros";"Nordeste";9;249,74;0,04;24;4,4;"Débito";2157,7536;89,9064;"09";"07";"2010"
2018-02-13 00:00:00,000;"Livros";"Nordeste";8;55,24;0,25;3;3,1;"Débito";331,44;110,48;"13";"02";"2018"
2019-04-04 00:00:00,000;"Livros";"Nordeste";4;42,64;0,15;6;3,3;"Débito";144,976;25,584;"04";"04";"2019"
2010-01-21 00:00:00,000;"Livros";"Nordeste";4;2,94;0,27;18;4,1;"Débito";8,5848;3,1752000000000002;"21";"01";"2010"
2025-09-10 00:00:00,000;"Livros";"Nordeste";1;2,49;0,29;21;4,8;"Débito";1,7679000000000002;0,7221;"10";"09";"2025"
2008-08-26 00:00:00,000;"Livros";"Nordeste";7;4,12;0,28;20;4,4;"Débito";20,7648;8,0752;"26";"08";"2008"
2017-12-12 00:00:00,000;"Livros";"Nordeste";6;706,09;0,09;13;3,4;"Débito";3855,2514;381,2886;"12";"12";"2017"
2018-02-02 00:00:00,000;"Livros";"Nordeste";17;18,59;0,16;5;3;"Débito";265,4652;50,564800000000005;"02";"02";"2018"
2005-03-06 00:00:00,000;"Livros";"Nordeste";4;438,06;0,28;17;4,9;"Débito";1261,6127999999999;490,62720000000007;"06";"03";"2005"
2020-12-19 00:00:00,000;"Livros";"Nordeste";3;7,51;0,12;22;3,1;"Débito";19,8264;2,7036;"19";"12";"2020"
2012-05-30 00:00:00,000;"Livros";"Nordeste";13;751,56;0,01;17;2,9;"Débito";9672,5772;97,7028;"30";"05";"2012"
2014-08-26 00:00:00,000;"Livros";"Nordeste";4;3,07;0,1;18;3,9;"Débito";11,052;1,228;"26";"08";"2014"
2017-02-02 00:00:00,000;"Livros";"Nordeste";15;202,1;0,06;1;4;"Débito";2849,6099999999997;181,89;"02";"02";"2017"
2013-08-30 00:00:00,000;"Livros";"Nordeste";2;250,37;0,09;21;3,5;"Débito";455,6734;45,0666;"30";"08";"2013"
2012-11-25 00:00:00,000;"Livros";"Nordeste";15;320,27;0,13;22;4,5;"Débito";4179,5234999999993;624,5265;"25";"11";"2012"
2013-03-29 00:00:00,000;"Livros";"Nordeste";1;62,78;0,19;17;4,4;"Débito";50,8518;11,9282;"29";"03";"2013"
2023-06-08 00:00:00,000;"Livros";"Nordeste";10;8;0,12;12;4,5;"Débito";70,4;9,6;"08";"06";"2023"
2026-07-24 00:00:00,000;"Livros";"Nordeste";10;695,1;0,19;10;4,3;"Débito";5630,3099999999995;1320,69;"24";"07";"2026"
2007-05-14 00:00:00,000;"Livros";"Nordeste";3;206,22;0,01;7;4,5;"Débito";612,47340000000008;6,1865999999999994;"14";"05";"2007"
2015-08-26 00:00:00,000;"Livros";"Nordeste";4;5,5;0,26;12;2,9;"Débito";16,28;5,7200000000000006;"26";"08";"2015"
2004-07-27 00:00:00,000;"Livros";"Nordeste";18;259,05;0,03;6;3,9;"Débito";4523,013;139,887;"27";"07";"2004"
2005-04-17 00:00:00,000;"Livros";"Nordeste";1;11,92;0,25;3;2,6;"Débito";8,94;2,98;"17";"04";"2005"
2021-07-01 00:00:00,000;"Livros";"Nordeste";4;6,42;0,08;24;2,8;"Débito";23,6256;2,0544000000000002;"01";"07";"2021"
2020-07-23 00:00:00,000;"Livros";"Nordeste";23;4,08;0,12;10;1,7;"Débito";82,5792;11,2608;"23";"07";"2020"
2005-12-15 00:00:00,000;"Livros";"Nordeste";12;197,69;0,11;28;4,8;"Débito";2111,3292;260,95079999999996;"15";"12";"2005"
2009-07-22 00:00:00,000;"Livros";"Nordeste";6;314,25;0,01;14;4,2;"Débito";1866,645;18,855;"22";"07";"2009"
2010-10-18 00:00:00,000;"Livros";"Nordeste";1;461,9;0,12;2;4,4;"Débito";406,472;55,428;"18";"10";"2010"
2007-07-19 00:00:00,000;"Livros";"Nordeste";1;42,43;0,22;2;4,3;"Débito";33,0954;9,3346;"19";"07";"2007"
2005-11-27 00:00:00,000;"Livros";"Nordeste";2;179,34;0,14;4;1,9;"Débito";308,4648;50,2152;"27";"11";"2005"
2005-07-10 00:00:00,000;"Livros";"Nordeste";4;18,61;0,12;3;3,1;"Débito";65,5072;8,9327999999999985;"10";"07";"2005"
2023-01-26 00:00:00,000;"Livros";"Nordeste";3;447,75;0,17;7;4,1;"Débito";1114,8975;228,35250000000002;"26";"01";"2023"
2016-06-04 00:00:00,000;"Livros";"Nordeste";13;2,67;0,18;2;3,1;"Débito";28,4622;6,2478;"04";"06";"2016"
2025-10-31 00:00:00,000;"Livros";"Nordeste";5;21,11;0,23;25;4,8;"Débito";81,2735;24,2765;"31";"10";"2025"
2009-04-16 00:00:00,000;"Livros";"Nordeste";3;102,03;0,14;5;3,8;"Débito";263,2374;42,85260000000001;"16";"04";"2009"
2021-04-16 00:00:00,000;"Livros";"Nordeste";7;921,6;0,12;24;4,4;"Débito";5677,0560000000005;774,144;"16";"04";"2021"
2016-08-15 00:00:00,000;"Livros";"Nordeste";12;24,26;0,29;21;2,2;"Débito";206,69520000000003;84,4248;"15";"08";"2016"
2017-09-20 00:00:00,000;"Livros";"Nordeste";13;48,86;0,08;9;4,4;"Débito";584,3656;50,8144;"20";"09";"2017"
2023-10-30 00:00:00,000;"Livros";"Nordeste";7;47,01;0,18;2;1,5;"Débito";269,83739999999995;59,232600000000005;"30";"10";"2023"
2025-10-31 00:00:00,000;"Livros";"Nordeste";4;90,59;0,16;21;3,8;"Débito";304,3824;57,9776;"31";"10";"2025"
2018-04-07 00:00:00,000;"Livros";"Nordeste";3;159,98;0,15;9;3,9;"Débito";407,949;71,990999999999985;"07";"04";"2018"
2017-02-05 00:00:00,000;"Livros";"Nordeste";26;75,9;0,03;12;3,3;"Débito";1914,198;59,202000000000005;"05";"02";"2017"
2011-03-18 00:00:00,000;"Livros";"Nordeste";29;154,36;0,26;14;4,5;"Débito";3312,5656000000004;1163,8744000000002;"18";"03";"2011"
2010-06-21 00:00:00,000;"Livros";"Nordeste";4;698,32;0,04;1;3,5;"Débito";2681,5488;111,73120000000002;"21";"06";"2010"
2004-04-07 00:00:00,000;"Livros";"Nordeste";9;543,2;0,02;22;3,5;"Débito";4791,024;97,77600000000001;"07";"04";"2004"
2018-12-25 00:00:00,000;"Livros";"Nordeste";5;11,32;0,08;6;3,6;"Débito";52,072;4,5280000000000005;"25";"12";"2018"
2017-07-07 00:00:00,000;"Livros";"Nordeste";2;3,45;0,1;11;2,8;"Débito";6,21;0,69000000000000006;"07";"07";"2017"
2009-03-21 00:00:00,000;"Livros";"Nordeste";1;67,3;0,14;3;3,6;"Débito";57,878;9,422;"21";"03";"2009"
2014-09-19 00:00:00,000;"Livros";"Nordeste";6;43,23;0,25;20;4,5;"Débito";194,535;64,845;"19";"09";"2014"
2021-09-17 00:00:00,000;"Livros";"Nordeste";8;2,17;0,27;26;4,6;"Débito";12,672799999999999;4,6872;"17";"09";"2021"
2009-09-06 00:00:00,000;"Livros";"Nordeste";28;504,44;0,12;28;2,5;"Débito";12429,4016;1694,9183999999998;"06";"09";"2009"
2026-07-17 00:00:00,000;"Livros";"Nordeste";13;118;0,23;18;3,6;"Débito";1181,18;352,82;"17";"07";"2026"
2017-02-10 00:00:00,000;"Livros";"Nordeste";20;18,24;0,28;18;4,1;"Débito";262,656;102,14399999999999;"10";"02";"2017"
2021-07-29 00:00:00,000;"Livros";"Nordeste";6;288,91;0,01;6;4,1;"Débito";1716,1254000000004;17,334600000000002;"29";"07";"2021"
2017-08-24 00:00:00,000;"Livros";"Nordeste";23;162,78;0,04;27;4,8;"Débito";3594,1824;149,75760000000002;"24";"08";"2017"
2015-03-04 00:00:00,000;"Livros";"Nordeste";11;56,63;0,17;2;3,8;"Débito";517,03190000000006;105,8981;"04";"03";"2015"
2012-03-03 00:00:00,000;"Livros";"Nordeste";8;115,73;0,26;3;4,1;"Débito";685,12160000000006;240,7184;"03";"03";"2012"
2008-01-28 00:00:00,000;"Livros";"Nordeste";3;45,04;0,14;1;4,7;"Débito";116,20320000000001;18,916800000000002;"28";"01";"2008"
2022-08-21 00:00:00,000;"Livros";"Nordeste";15;9,39;0,28;11;4,8;"Débito";101,41199999999999;39,438000000000009;"21";"08";"2022"
2011-12-01 00:00:00,000;"Livros";"Nordeste";21;30,32;0,18;5;3,5;"Débito";522,1104;114,6096;"01";"12";"2011"
2006-11-18 00:00:00,000;"Livros";"Nordeste";2;290,26;0,17;1;3,4;"Débito";481,8316;98,6884;"18";"11";"2006"
2008-11-21 00:00:00,000;"Livros";"Nordeste";1;5,33;0,28;5;4,3;"Débito";3,8376;1,4924000000000002;"21";"11";"2008"
2021-12-03 00:00:00,000;"Livros";"Nordeste";6;189,1;0,28;27;2,4;"Débito";816,91199999999992;317,688;"03";"12";"2021"
2004-12-13 00:00:00,000;"Livros";"Nordeste";2;3,3;0,11;7;3;"Débito";5,874;0,726;"13";"12";"2004"
2006-04-14 00:00:00,000;"Livros";"Nordeste";13;3,54;0,2;14;4,1;"Débito";36,815999999999995;9,204;"14";"04";"2006"
2004-04-06 00:00:00,000;"Livros";"Nordeste";2;7,42;0,28;26;4,4;"Débito";10,6848;4,1552000000000007;"06";"04";"2004"
2011-07-25 00:00:00,000;"Livros";"Nordeste";1;16,66;0,23;24;4,1;"Débito";12,828199999999999;3,8318000000000003;"25";"07";"2011"
2011-12-02 00:00:00,000;"Livros";"Nordeste";1;73,25;0,08;12;4,2;"Débito";67,39;5,86;"02";"12";"2011"
2007-02-12 00:00:00,000;"Livros";"Nordeste";6;1045,6;0,13;14;3,8;"Débito";5458,0319999999992;815,568;"12";"02";"2007"
2025-05-21 00:00:00,000;"Livros";"Nordeste";14;178,48;0,13;23;2,6;"Débito";2173,8864;324,8336;"21";"05";"2025"
2022-07-11 00:00:00,000;"Livros";"Nordeste";1;128,73;0,04;8;2,3;"Débito";123,5808;5,1491999999999996;"11";"07";"2022"
2010-05-12 00:00:00,000;"Livros";"Nordeste";8;491,61;0,14;9;3,7;"Débito";3382,2768;550,6032;"12";"05";"2010"
2005-08-15 00:00:00,000;"Livros";"Nordeste";11;123,87;0,16;4;1,8;"Débito";1144,5588;218,01120000000003;"15";"08";"2005"
2017-04-07 00:00:00,000;"Livros";"Nordeste";2;5,17;0,13;28;2;"Débito";8,9958;1,3442;"07";"04";"2017"
2007-07-13 00:00:00,000;"Livros";"Nordeste";15;375,39;0,2;14;3,8;"Débito";4504,68;1126,17;"13";"07";"2007"
2025-09-24 00:00:00,000;"Livros";"Nordeste";16;1048,13;0,1;2;3,7;"Débito";15093,072000000002;1677,0080000000003;"24";"09";"2025"
2013-11-01 00:00:00,000;"Livros";"Nordeste";4;503,08;0,03;27;3,3;"Débito";1951,9504;60,3696;"01";"11";"2013"
2015-07-20 00:00:00,000;"Livros";"Nordeste";17;8,56;0,13;10;3,6;"Débito";126,6024;18,9176;"20";"07";"2015"
2012-08-09 00:00:00,000;"Livros";"Nordeste";2;16,39;0,2;5;4,2;"Débito";26,224;6,5560000000000009;"09";"08";"2012"
2008-02-17 00:00:00,000;"Livros";"Nordeste";3;32,97;0,05;8;4;"Débito";93,9645;4,9455;"17";"02";"2008"
2021-08-19 00:00:00,000;"Livros";"Nordeste";16;5,9;0,11;27;2,7;"Débito";84,016;10,384;"19";"08";"2021"
2021-12-28 00:00:00,000;"Livros";"Nordeste";4;372,19;0,08;2;3,4;"Débito";1369,6592;119,1008;"28";"12";"2021"
2018-04-30 00:00:00,000;"Livros";"Nordeste";1;10,71;0,15;19;4,3;"Débito";9,1035;1,6065;"30";"04";"2018"
2017-09-24 00:00:00,000;"Livros";"Nordeste";7;51,61;0,26;12;3,2;"Débito";267,3398;93,9302;"24";"09";"2017"
2013-02-26 00:00:00,000;"Livros";"Nordeste";3;18,89;0,02;25;2,7;"Débito";55,5366;1,1334;"26";"02";"2013"
2010-02-13 00:00:00,000;"Livros";"Nordeste";5;441,88;0,21;7;3,9;"Débito";1745,426;463,974;"13";"02";"2010"
2012-05-06 00:00:00,000;"Livros";"Nordeste";3;40,74;0,29;8;4,4;"Débito";86,776200000000017;35,4438;"06";"05";"2012"
2024-06-27 00:00:00,000;"Livros";"Nordeste";15;5,63;0,1;1;2,7;"Débito";76,005;8,445;"27";"06";"2024"
2016-09-24 00:00:00,000;"Livros";"Nordeste";27;193,83;0,14;28;3,8;"Débito";4500,7326;732,67740000000015;"24";"09";"2016"
2015-03-08 00:00:00,000;"Livros";"Nordeste";5;1019,53;0,29;12;1,8;"Débito";3619,3315000000002;1478,3184999999999;"08";"03";"2015"
2005-06-16 00:00:00,000;"Livros";"Nordeste";12;102,66;0,16;4;4,4;"Débito";1034,8128;197,10719999999998;"16";"06";"2005"
2021-06-27 00:00:00,000;"Livros";"Nordeste";5;350,95;0,07;1;3,6;"Débito";1631,9174999999998;122,83250000000001;"27";"06";"2021"
2017-12-08 00:00:00,000;"Livros";"Nordeste";9;275,45;0,06;21;4,6;"Débito";2330,307;148,74299999999997;"08";"12";"2017"
2017-08-02 00:00:00,000;"Livros";"Nordeste";1;21,88;0,03;25;3,8;"Débito";21,223599999999998;0,6564;"02";"08";"2017"
2025-06-02 00:00:00,000;"Livros";"Nordeste";27;53,19;0,03;8;4,8;"Débito";1393,0461;43,0839;"02";"06";"2025"
2008-10-08 00:00:00,000;"Livros";"Nordeste";3;20,06;0,15;12;3,1;"Débito";51,152999999999992;9,027;"08";"10";"2008"
2025-02-21 00:00:00,000;"Livros";"Nordeste";14;407,31;0,16;18;4,8;"Débito";4789,9655999999995;912,3744;"21";"02";"2025"
2018-05-10 00:00:00,000;"Livros";"Nordeste";29;16,95;0,22;4;4,6;"Débito";383,409;108,14099999999999;"10";"05";"2018"
2012-03-23 00:00:00,000;"Livros";"Nordeste";7;89,07;0,24;10;3,4;"Débito";473,85239999999993;149,63759999999996;"23";"03";"2012"
2009-02-25 00:00:00,000;"Livros";"Nordeste";3;12,1;0,15;12;4,5;"Débito";30,855;5,445;"25";"02";"2009"
2019-08-19 00:00:00,000;"Livros";"Nordeste";17;3,5;0,28;15;3,4;"Débito";42,84;16,66;"19";"08";"2019"
2024-01-23 00:00:00,000;"Livros";"Nordeste";1;826,72;0,28;7;2,4;"Débito";595,2384;231,48160000000004;"23";"01";"2024"
2007-07-28 00:00:00,000;"Livros";"Nordeste";1;3,46;0,24;2;4,3;"Débito";2,6296;0,83039999999999992;"28";"07";"2007"
2010-09-05 00:00:00,000;"Livros";"Nordeste";1;48,73;0,3;21;2,7;"Débito";34,111;14,618999999999998;"05";"09";"2010"
2016-07-09 00:00:00,000;"Livros";"Nordeste";6;4,26;0,11;27;2,4;"Débito";22,7484;2,8116;"09";"07";"2016"
2012-01-14 00:00:00,000;"Livros";"Nordeste";17;5,63;0,08;15;3,2;"Débito";88,05319999999999;7,6568000000000005;"14";"01";"2012"
2017-05-15 00:00:00,000;"Livros";"Nordeste";3;3,47;0,28;16;4,7;"Débito";7,4952000000000005;2,9148000000000005;"15";"05";"2017"
2011-05-15 00:00:00,000;"Livros";"Nordeste";1;7,66;0,12;17;4,3;"Débito";6,7408;0,9192;"15";"05";"2011"
2007-07-07 00:00:00,000;"Livros";"Nordeste";8;116,18;0,08;16;2,9;"Débito";855,08480000000009;74,355200000000011;"07";"07";"2007"
2020-10-12 00:00:00,000;"Livros";"Nordeste";17;383,44;0,03;20;3,5;"Débito";6322,9256000000005;195,5544;"12";"10";"2020"
2009-05-08 00:00:00,000;"Livros";"Nordeste";1;25,6;0,23;7;3,2;"Débito";19,712;5,8880000000000008;"08";"05";"2009"
2009-01-23 00:00:00,000;"Livros";"Nordeste";25;15,96;0,22;19;4,8;"Débito";311,22;87,78;"23";"01";"2009"
2020-01-26 00:00:00,000;"Livros";"Nordeste";13;2,36;0,01;23;3,9;"Débito";30,373199999999997;0,3068;"26";"01";"2020"
2009-02-21 00:00:00,000;"Livros";"Nordeste";24;42,72;0,22;8;4,6;"Débito";799,7184;225,5616;"21";"02";"2009"
2005-05-16 00:00:00,000;"Livros";"Nordeste";21;448,24;0,11;24;3,6;"Débito";8377,6056;1035,4344;"16";"05";"2005"
2023-07-11 00:00:00,000;"Livros";"Nordeste";3;50,77;0,04;4;3,3;"Débito";146,2176;6,0924000000000005;"11";"07";"2023"
2022-05-30 00:00:00,000;"Esportes";"Nordeste";7;3,31;0,26;18;4,5;"Débito";17,145799999999998;6,0242;"30";"05";"2022"
2023-01-04 00:00:00,000;"Esportes";"Nordeste";24;334,43;0,26;22;3,3;"Débito";5939,4768;2086,8432000000003;"04";"01";"2023"
2025-06-24 00:00:00,000;"Esportes";"Nordeste";3;35,39;0,14;14;3,2;"Débito";91,3062;14,863800000000001;"24";"06";"2025"
