ID do PEDIDO;DATA DO PEDIDO;fk_tbclientes_id_cliente;CaTeGoRiA Produto;nm_regiao;qtd.;Preço Unitário (R$);dixconto;método-pagamento;dias_para_entrega;nr_estrelas_cliente
21078;6/27/2026;6414;Eletrônicos;Sul;6;5.86;0.08;Débit0;15;3.7
34109;4/18/2005;3352;Eletrônicos;Sul;9;3.11;0.12;PIX;28;4.0
69225;3/15/2025;1443;Roupas e Acessórios;Centro-Oeste;16;17.27;0.01;PIX;15;3.3
60363;09/02/2017;1084;Casa;Nordeste;13;160.56;0.3;PIX;1;3.9
101499;10/03/2013;6761;Eletrônicos;Sul;6;315.46;0.06;Débit0;4;2.6
25575;4/30/2019;4188;Roupas e Acessórios;Sul;4;54.32;0.2;Débit0;28;3.3
75092;3/29/2010;6259;Grocery;Sudeste;5;19.36;0.08;Débit0;27;4.2
88337;01/04/2016;1917;Saúde;Nordeste;26;233.71;0.07;B0let0;14;5.0
32481;05/12/2024;2899;Roupas e Acessórios;Sul;10;845.89;0.2;Débit0;8;3.5
15631;08/06/2005;6095;Eletrônicos;Centro-Oeste;3;27.06;0.03;Crédit0;4;3.4
38594;03/11/2015;3907;Pets;Sul;3;10.28;0.17;PIX;10;1.1
34603;08/07/2025;2608;Eletrônicos;Sudeste;10;17.81;0.15;PIX;27;3.5
67645;04/03/2013;6280;Eletrônicos;Centro-Oeste;19;6.62;0.22;Crédit0;22;3.5
46620;04/08/2019;5447;Esportes;Sul;8;414.42;0.22;PIX;22;3.6
36281;7/20/2025;5571;Beleza e Cosméticos;Centro-Oeste;2;3.99;0.15;Crédit0;20;4.5
66787;8/31/2023;5411;Beleza e Cosméticos;Sudeste;4;82.54;0.28;B0let0;3;3.1
75262;11/17/2015;4633;Roupas e Acessórios;Sul;12;974.89;0.03;PIX;21;2.9
63529;10/24/2014;4063;Brinquedos;Sudeste;12;697.99;0.02;PIX;14;4.1
32778;12/11/2007;3867;Beleza e Cosméticos;Sul;1;18.74;0.09;B0let0;5;4.5
40999;11/17/2009;4353;Roupas e Acessórios;Sul;29;7.53;0.24;Crédit0;6;4.5
59512;7/30/2004;1596;Casa;Sudeste;12;2.42;0.28;Débit0;3;2.3
82540;1/24/2023;1153;Beleza e Cosméticos;Sudeste;10;6.06;0.08;PIX;7;4.6
11958;1/24/2016;1080;Casa;Sul;2;467.92;0.09;PIX;5;3.9
41424;6/22/2026;5454;Brinquedos;Norte;12;3.73;0.16;PIX;6;5.0
41855;12/15/2007;6726;Pets;Centro-Oeste;2;921.44;0.04;Crédit0;16;3.3
19041;06/11/2006;1974;Casa;Sudeste;3;9.33;0.09;B0let0;27;4.3
51469;2/24/2022;3439;Casa;Sudeste;26;317.6;0.16;PIX;17;3.1
49420;2/28/2025;2354;Roupas e Acessórios;Sudeste;4;26.33;0.15;Débit0;18;3.1
23268;01/02/2013;1863;Eletrônicos;Sul;11;450.4;0.24;PIX;17;4.8
12216;11/13/2012;1039;Roupas e Acessórios;Norte;3;548.01;0.29;Débit0;5;3.9
100686;12/29/2015;1366;Eletrônicos;Sudeste;1;667.22;0.13;PIX;21;4.6
59944;4/13/2015;1261;Esportes;Sul;6;25.72;0.13;B0let0;2;2.3
111356;12/11/2010;5897;Livros;Centro-Oeste;6;628.29;0.24;PIX;12;4.7
68179;09/10/2006;4607;Casa;Centro-Oeste;5;326.45;0.24;Crédit0;22;2.6
45619;11/06/2016;6533;Grocery;Nordeste;4;4.22;0.03;Débit0;8;4.8
100612;7/19/2007;1287;Roupas e Acessórios;Sul;15;1047.21;0.16;Crédit0;7;4.0
40877;10/17/2009;6228;Mobília;Sul;25;4.53;0.13;B0let0;23;1.2
97685;08/12/2004;5985;Beleza e Cosméticos;Sudeste;17;29.28;0.18;Débit0;21;4.2
40930;06/07/2010;4884;Grocery;Sudeste;2;18.46;0.19;Crédit0;3;4.3
36446;11/23/2025;6070;Livros;Nordeste;6;115.51;0.25;PIX;11;5.0
30249;5/31/2007;3332;Beleza e Cosméticos;Sudeste;11;560.72;0.12;PIX;11;5.0
74103;1/28/2007;6103;Eletrônicos;Sul;2;11.82;0.25;Débit0;7;3.9
49599;10/25/2011;6799;Pets;Norte;2;23.09;0.21;B0let0;3;3.1
58353;06/12/2017;6097;Roupas e Acessórios;Sudeste;2;47.56;0.14;B0let0;2;2.4
72160;6/19/2015;3859;Automotivo;Sul;1;18.62;0.16;PIX;2;3.9
81726;3/30/2013;5538;Grocery;Sudeste;2;70.18;0.02;PIX;3;5.0
102880;12/02/2009;1944;Eletrônicos;Nordeste;12;26.47;0.21;PIX;14;2.5
42911;01/05/2021;1024;Beleza e Cosméticos;Norte;3;664.45;0.06;Débit0;28;3.9
44043;01/02/2021;5670;Beleza e Cosméticos;Sudeste;4;17.4;0.17;PIX;6;3.6
87571;11/30/2008;2118;Grocery;Nordeste;19;8.24;0.23;PIX;12;1.1
30792;02/06/2016;1913;Beleza e Cosméticos;Sudeste;1;3.13;0.15;PIX;9;3.7
32409;12/16/2008;1872;Roupas e Acessórios;Nordeste;4;516.88;0.04;B0let0;23;3.9
47485;6/14/2015;3970;Casa;Nordeste;4;13.18;0.14;B0let0;18;4.8
10994;10/19/2013;1920;Eletrônicos;Sul;3;511.51;0.16;PIX;7;4.8
46889;9/26/2012;6135;Esportes;Sul;26;8.89;0.07;PIX;10;3.4
45693;2/17/2012;2846;Roupas e Acessórios;Sudeste;14;806.79;0.04;Crédit0;27;2.0
31125;4/30/2019;1223;Eletrônicos;Nordeste;16;91.33;0.12;Crédit0;23;4.3
100939;1/28/2021;4727;Pets;Sul;1;61.25;0.22;Crédit0;2;2.2
76589;02/07/2007;6722;Roupas e Acessórios;Sudeste;23;68.76;0.19;Crédit0;28;3.8
15648;8/27/2020;1043;Saúde;Nordeste;6;29.53;0.21;PIX;10;4.7
18133;7/18/2019;6614;Esportes;Sul;11;17.16;0.2;B0let0;18;2.9
107248;05/04/2008;4215;Esportes;Sul;3;434.06;0.23;PIX;23;3.2
47577;11/08/2004;2257;Eletrônicos;Sul;2;15.57;0.1;PIX;4;2.3
106345;10/26/2004;2663;Roupas e Acessórios;Sudeste;6;3.99;0.17;PIX;8;3.8
12115;10/14/2020;1844;Eletrônicos;Nordeste;6;569.3;0.04;Débit0;6;3.2
105194;5/26/2017;6568;Saúde;Sul;4;128.59;0.14;B0let0;12;3.6
37114;8/23/2012;4305;Eletrônicos;Sudeste;26;6.49;0.24;Débit0;16;4.1
26963;7/31/2023;6184;Esportes;Sudeste;15;34.41;0.03;B0let0;3;4.1
89981;1/25/2026;6342;Pets;Sul;15;61.71;0.24;Débit0;5;3.4
110764;06/03/2011;5146;Eletrônicos;Sudeste;18;158.68;0.02;Crédit0;13;4.8
48371;2/20/2010;3883;Automotivo;Sudeste;18;736.18;0.14;Débit0;22;2.9
54544;01/02/2015;6610;Grocery;Sudeste;28;407.34;0.24;Crédit0;20;4.7
42896;10/28/2024;2695;Casa;Sudeste;3;4.7;0.21;B0let0;10;3.4
48399;11/04/2024;2330;Grocery;Nordeste;19;3.7;0.12;B0let0;19;5.0
86540;7/20/2026;2947;Casa;Sudeste;20;11.51;0.23;Crédit0;18;3.2
63518;09/12/2009;2256;Beleza e Cosméticos;Norte;16;230.97;0.29;PIX;12;3.9
67089;01/04/2010;2946;Saúde;Sul;5;215.09;0.07;PIX;15;4.9
16383;1/15/2015;6312;Eletrônicos;Sul;1;132.16;0.08;B0let0;12;5.0
93094;8/24/2005;4918;Mobília;Nordeste;14;7.4;0.18;PIX;16;3.8
79158;8/19/2024;1873;Eletrônicos;Norte;4;263.57;0.11;PIX;6;4.3
44306;02/06/2016;6719;Eletrônicos;Centro-Oeste;26;52.1;0.27;B0let0;14;4.8
84232;08/03/2021;6269;Automotivo;Nordeste;3;913.97;0.1;PIX;27;3.4
62713;10/09/2008;1495;Beleza e Cosméticos;Sudeste;6;244.13;0.1;B0let0;15;4.1
103555;09/07/2022;1750;Saúde;Centro-Oeste;3;289.58;0.03;PIX;12;4.9
92116;06/11/2019;3543;Automotivo;Sul;1;9.26;0.15;B0let0;6;3.7
37426;5/27/2013;3807;Grocery;Nordeste;2;9.82;0.08;Débit0;12;4.2
110648;6/21/2026;2775;Roupas e Acessórios;Nordeste;4;8.53;0.09;PIX;7;4.5
21260;8/20/2025;4197;Brinquedos;Sul;1;13.73;0.28;Crédit0;18;3.8
102419;11/13/2007;2502;Automotivo;Centro-Oeste;7;6.29;0.17;Débit0;28;2.8
37214;9/26/2010;2204;Livros;Sul;2;3.57;0.22;PIX;18;4.6
87791;7/24/2011;4651;Esportes;Sul;6;37.56;0.24;PIX;22;3.4
57413;08/12/2013;4555;Roupas e Acessórios;Sul;4;20.44;0.2;B0let0;3;2.4
47161;9/24/2008;5257;Eletrônicos;Sul;11;121.83;0.12;B0let0;1;3.8
67894;6/20/2025;3361;Roupas e Acessórios;Nordeste;15;14.65;0.18;PIX;10;5.0
81921;5/19/2017;5410;Beleza e Cosméticos;Centro-Oeste;12;144.77;0.21;PIX;12;4.8
46138;2/23/2005;1584;Eletrônicos;Nordeste;4;13.71;0.08;Crédit0;10;3.9
29254;12/06/2015;2314;Roupas e Acessórios;Sul;1;1087.83;0.29;Crédit0;22;4.3
103714;7/30/2013;1043;Roupas e Acessórios;Centro-Oeste;28;13.69;0.19;PIX;17;3.6
30536;1/18/2019;2494;Eletrônicos;Sul;1;53.0;0.05;Crédit0;16;4.5
98421;5/19/2022;1713;Brinquedos;Centro-Oeste;1;6.21;0.1;B0let0;2;3.3
84008;06/07/2024;1737;Roupas e Acessórios;Nordeste;7;44.81;0.06;Débit0;23;2.2
46156;4/29/2022;1223;Casa;Centro-Oeste;2;488.73;0.19;PIX;18;3.3
33053;10/31/2011;2535;Automotivo;Nordeste;1;3.07;0.18;PIX;23;4.2
79140;02/09/2005;1898;Brinquedos;Centro-Oeste;3;44.55;0.26;Crédit0;21;4.7
84326;5/16/2011;4992;Livros;Centro-Oeste;1;420.69;0.15;B0let0;15;3.8
71731;12/12/2021;3772;Eletrônicos;Sul;22;2.11;0.21;B0let0;6;5.0
51197;10/16/2007;5606;Mobília;Norte;15;19.08;0.05;B0let0;1;3.5
17165;07/06/2015;3375;Eletrônicos;Sul;1;2.44;0.27;Débit0;21;1.9
67455;12/17/2020;1447;Saúde;Sudeste;1;526.73;0.07;Crédit0;2;1.8
34238;2/14/2023;1295;Roupas e Acessórios;Norte;25;24.12;0.11;B0let0;26;3.7
63821;05/05/2026;1178;Eletrônicos;Sul;12;2.01;0.27;Crédit0;5;5.0
41290;09/03/2016;6963;Casa;Nordeste;5;2.09;0.04;B0let0;11;3.2
85444;2/18/2016;1855;Roupas e Acessórios;Sudeste;2;6.34;0.04;Débit0;13;5.0
91296;12/26/2015;1655;Automotivo;Sudeste;12;332.74;0.23;B0let0;15;4.4
55339;05/06/2016;1655;Eletrônicos;Sul;2;519.86;0.3;PIX;18;3.4
38632;5/17/2005;3623;Saúde;Norte;25;371.69;0.19;PIX;9;5.0
14034;5/19/2010;1883;Roupas e Acessórios;Centro-Oeste;5;575.6;0.2;PIX;8;3.6
66813;09/01/2009;6775;Grocery;Norte;28;43.49;0.28;B0let0;2;5.0
79372;02/08/2020;4993;Livros;Sul;23;920.91;0.29;Crédit0;9;4.6
112286;8/21/2025;6146;Eletrônicos;Centro-Oeste;20;11.46;0.19;B0let0;28;2.8
13299;3/21/2016;1024;Eletrônicos;Sul;3;392.64;0.04;PIX;10;1.2
56082;12/11/2018;3045;Saúde;Nordeste;2;203.47;0.07;PIX;19;4.6
77302;12/25/2021;1349;Saúde;Nordeste;1;14.55;0.18;Crédit0;18;5.0
92190;5/23/2005;1382;Grocery;Sudeste;1;245.75;0.27;PIX;8;3.8
110543;4/24/2014;1491;Brinquedos;Nordeste;2;251.45;0.25;B0let0;15;3.0
55704;10/14/2020;2310;Mobília;Norte;3;4.7;0.05;B0let0;8;5.0
78707;8/21/2012;2619;Automotivo;Nordeste;24;237.34;0.04;Crédit0;16;4.8
44993;12/01/2004;4978;Roupas e Acessórios;Sul;25;890.9;0.23;Crédit0;18;1.8
90142;2/18/2015;1382;Saúde;Nordeste;8;50.37;0.29;PIX;24;3.6
17937;2/15/2005;5659;Beleza e Cosméticos;Sul;14;715.57;0.05;Crédit0;28;4.3
70559;12/26/2017;3252;Eletrônicos;Sudeste;21;38.74;0.27;Débit0;9;4.7
71700;6/21/2026;1679;Roupas e Acessórios;Sudeste;5;13.83;0.2;B0let0;9;4.3
72025;3/17/2010;1627;Mobília;Centro-Oeste;16;93.09;0.05;Crédit0;1;2.7
71916;7/27/2025;6671;Casa;Nordeste;3;846.4;0.04;PIX;22;4.0
96659;05/06/2022;3096;Roupas e Acessórios;Centro-Oeste;2;7.4;0.01;B0let0;21;4.2
104320;6/20/2024;5769;Livros;Nordeste;16;244.06;0.08;PIX;1;5.0
76256;03/11/2012;2811;Brinquedos;Nordeste;3;21.01;0.1;Débit0;22;3.8
73322;07/09/2005;4662;Roupas e Acessórios;Sudeste;19;7.03;0.14;PIX;10;5.0
30922;12/11/2004;6713;Beleza e Cosméticos;Centro-Oeste;26;5.08;0.25;Débit0;11;4.9
44485;12/01/2024;5277;Automotivo;Sudeste;2;757.03;0.08;PIX;17;3.5
56163;3/21/2022;2636;Casa;Norte;4;646.96;0.09;Crédit0;8;3.7
79815;12/14/2010;1274;Eletrônicos;Sul;10;48.55;0.17;PIX;8;2.7
27701;01/11/2005;5056;Livros;Centro-Oeste;27;58.81;0.03;PIX;9;3.4
53022;8/19/2016;2029;Beleza e Cosméticos;Centro-Oeste;28;108.88;0.25;B0let0;13;3.0
73898;08/07/2009;6406;Eletrônicos;Sudeste;4;244.49;0.09;PIX;8;4.2
92105;09/02/2007;4146;Beleza e Cosméticos;Norte;20;96.58;0.27;B0let0;25;3.5
30460;3/28/2011;5891;Automotivo;Sudeste;24;54.78;0.19;Débit0;2;2.4
69430;12/25/2017;3778;Eletrônicos;Nordeste;2;446.3;0.17;Crédit0;5;3.5
73081;6/28/2016;5555;Beleza e Cosméticos;Nordeste;24;6.3;0.2;PIX;27;3.2
72204;5/21/2006;3095;Livros;Sudeste;1;84.94;0.08;PIX;17;4.9
40668;11/29/2018;4313;Saúde;Sul;19;8.44;0.11;PIX;21;2.7
11737;5/30/2015;1119;Eletrônicos;Nordeste;5;423.04;0.08;Débit0;9;4.2
26735;7/15/2015;5653;Eletrônicos;Sudeste;1;868.52;0.03;B0let0;14;3.9
55761;01/05/2025;5075;Casa;Norte;13;2.91;0.23;PIX;3;3.1
40399;08/03/2004;3950;Roupas e Acessórios;Sudeste;9;472.09;0.07;PIX;8;4.6
39225;5/27/2017;1474;Grocery;Sul;15;582.4;0.28;PIX;28;4.9
71873;9/17/2011;1895;Saúde;Nordeste;2;2.64;0.12;B0let0;1;4.1
91374;03/09/2010;1119;Grocery;Sudeste;8;2.03;0.02;Crédit0;3;2.8
36472;12/08/2014;6672;Beleza e Cosméticos;Sudeste;2;909.29;0.26;Débit0;22;4.6
87285;05/03/2021;4787;Automotivo;Sudeste;17;13.01;0.14;PIX;14;3.7
52132;4/30/2018;4915;Roupas e Acessórios;Sul;26;67.74;0.07;Crédit0;9;3.0
85581;11/05/2009;4737;Saúde;Centro-Oeste;8;12.39;0.24;B0let0;23;5.0
99224;06/11/2006;3436;Mobília;Sudeste;4;6.69;0.24;PIX;4;4.7
27698;7/29/2024;2279;Casa;Sudeste;17;640.76;0.19;Crédit0;10;4.2
99087;10/01/2004;2319;Eletrônicos;Sudeste;1;30.76;0.1;PIX;9;4.7
77418;8/13/2015;6399;Roupas e Acessórios;Sudeste;10;29.91;0.3;PIX;1;4.3
29972;5/14/2024;1844;Grocery;Sudeste;7;16.66;0.12;Débit0;8;2.5
61227;6/13/2005;5759;Eletrônicos;Sul;10;40.29;0.09;PIX;20;3.0
68492;7/29/2012;3694;Saúde;Sudeste;29;4.37;0.06;PIX;14;3.8
50870;1/27/2015;5153;Beleza e Cosméticos;Sudeste;5;33.76;0.05;Débit0;1;4.2
20665;10/10/2025;4053;Mobília;Norte;20;96.23;0.03;B0let0;28;4.1
97239;5/20/2013;3612;Mobília;Sul;1;58.69;0.03;PIX;25;1.0
93593;05/11/2024;3608;Grocery;Nordeste;5;9.48;0.15;PIX;2;4.3
63754;4/26/2008;2910;Brinquedos;Sul;8;654.88;0.28;Débit0;17;3.3
76281;12/30/2006;4156;Brinquedos;Sul;17;2.21;0.13;PIX;11;4.4
97195;11/14/2014;5500;Pets;Sul;19;395.18;0.25;PIX;13;4.3
27964;11/03/2019;6538;Brinquedos;Sul;5;77.57;0.05;PIX;4;4.4
93142;6/17/2022;3226;Eletrônicos;Nordeste;2;23.67;0.04;Crédit0;4;3.3
105485;6/24/2016;6665;Casa;Sudeste;4;2.43;0.12;PIX;7;3.2
108360;9/20/2004;6887;Eletrônicos;Sul;25;597.09;0.22;PIX;1;4.2
87205;11/18/2006;2659;Esportes;Nordeste;3;8.35;0.25;PIX;1;5.0
73172;12/28/2011;5814;Esportes;Sul;11;13.01;0.06;Crédit0;15;4.4
112256;6/22/2022;1867;Brinquedos;Sul;10;16.18;0.13;Débit0;18;5.0
76708;08/06/2019;1872;Pets;Nordeste;1;29.59;0.15;PIX;10;3.9
29107;12/13/2015;3440;Beleza e Cosméticos;Sul;9;59.72;0.22;Débit0;1;4.3
113387;5/21/2007;1396;Eletrônicos;Sudeste;1;11.02;0.15;Débit0;1;4.2
113217;04/04/2020;1296;Eletrônicos;Sudeste;10;540.95;0.18;Crédit0;14;4.3
33709;06/03/2020;2455;Livros;Sudeste;1;2.14;0.02;B0let0;23;4.7
53185;10/22/2019;2499;Roupas e Acessórios;Centro-Oeste;27;332.21;0.14;Crédit0;2;2.9
88080;05/09/2009;5564;Esportes;Sudeste;2;3.38;0.24;PIX;9;1.1
101637;1/31/2023;4000;Saúde;Sudeste;25;952.88;0.04;Crédit0;27;2.6
76722;1/23/2010;2971;Pets;Centro-Oeste;10;8.23;0.2;Débit0;14;3.0
80504;4/30/2017;6325;Mobília;Nordeste;10;719.61;0.19;Débit0;1;4.2
28690;08/11/2004;5076;Saúde;Sul;3;1017.52;0.29;Crédit0;15;2.0
54524;6/23/2011;2046;Beleza e Cosméticos;Nordeste;9;35.16;0.12;Débit0;22;4.8
40721;6/13/2012;5997;Esportes;Centro-Oeste;17;209.39;0.07;Débit0;21;1.9
72869;7/22/2006;2688;Eletrônicos;Norte;5;445.92;0.12;B0let0;8;2.8
99198;2/25/2015;1586;Eletrônicos;Nordeste;15;25.48;0.09;B0let0;10;4.0
63095;12/19/2010;1190;Esportes;Sudeste;1;94.36;0.13;B0let0;15;2.1
52986;1/15/2005;2079;Grocery;Nordeste;15;186.23;0.05;B0let0;21;3.8
54031;11/11/2019;3296;Eletrônicos;Nordeste;5;3.46;0.03;PIX;6;2.3
42127;11/04/2004;4752;Roupas e Acessórios;Nordeste;6;48.54;0.05;B0let0;28;3.1
44195;5/27/2012;2829;Pets;Sudeste;1;865.32;0.02;Crédit0;7;2.0
57670;11/02/2015;4742;Esportes;Centro-Oeste;1;15.82;0.2;B0let0;18;4.7
15593;4/22/2013;1679;Mobília;Sul;25;13.45;0.29;PIX;9;4.6
68801;11/27/2006;5709;Mobília;Sul;28;3.66;0.18;Crédit0;7;4.3
67361;5/17/2018;6108;Automotivo;Sul;1;51.5;0.03;PIX;24;2.0
108008;4/30/2022;4581;Pets;Sul;1;21.87;0.16;PIX;20;2.6
89366;3/26/2020;1495;Grocery;Sudeste;25;93.05;0.17;B0let0;3;2.9
49976;3/13/2022;3300;Casa;Nordeste;7;15.16;0.14;Crédit0;9;3.4
67286;1/17/2010;3918;Beleza e Cosméticos;Sudeste;21;7.77;0.21;PIX;15;3.5
52948;12/13/2011;6648;Eletrônicos;Sul;21;8.54;0.2;Crédit0;15;4.9
61365;10/14/2012;2868;Casa;Centro-Oeste;25;3.06;0.19;PIX;9;3.5
26030;12/04/2013;2807;Casa;Nordeste;1;7.05;0.2;B0let0;25;3.0
111871;10/16/2004;5872;Livros;Nordeste;1;129.47;0.09;PIX;27;4.4
70445;12/29/2004;3632;Casa;Nordeste;3;363.21;0.1;PIX;17;4.2
77851;08/06/2021;4671;Beleza e Cosméticos;Sul;6;6.91;0.19;PIX;24;4.8
39523;10/06/2010;6750;Eletrônicos;Sul;27;19.58;0.2;PIX;22;1.7
92352;08/02/2024;1650;Brinquedos;Sul;7;221.09;0.27;B0let0;26;2.6
64212;5/26/2013;2320;Beleza e Cosméticos;Nordeste;29;25.76;0.1;B0let0;2;3.7
60554;1/29/2013;4923;Roupas e Acessórios;Sul;1;113.7;0.29;PIX;5;3.9
42084;05/09/2020;6808;Beleza e Cosméticos;Sul;1;13.67;0.11;Crédit0;26;3.6
36187;03/04/2011;5730;Esportes;Centro-Oeste;5;17.6;0.07;B0let0;4;3.8
93401;06/08/2023;1629;Livros;Sudeste;7;22.53;0.19;PIX;8;4.5
105069;03/06/2006;2563;Roupas e Acessórios;Norte;27;7.59;0.06;Débit0;28;4.0
22619;12/22/2017;4770;Eletrônicos;Nordeste;1;969.03;0.25;PIX;8;3.3
68389;02/02/2009;4802;Brinquedos;Norte;2;22.79;0.1;PIX;2;4.8
74726;1/28/2010;4135;Roupas e Acessórios;Sul;4;2.28;0.21;B0let0;3;3.9
14923;7/31/2016;1263;Roupas e Acessórios;Nordeste;2;433.44;0.03;PIX;10;1.6
19219;11/19/2023;2596;Esportes;Nordeste;21;158.91;0.12;Crédit0;5;3.7
40905;12/02/2008;3916;Eletrônicos;Sul;2;2.05;0.16;Crédit0;8;3.8
50623;3/31/2013;4774;Roupas e Acessórios;Norte;1;493.92;0.05;B0let0;4;4.7
60138;10/16/2020;4998;Automotivo;Sudeste;3;6.29;0.07;Crédit0;13;4.1
44750;5/29/2022;1198;Livros;Nordeste;18;39.91;0.11;Crédit0;2;4.1
84761;4/21/2020;2864;Pets;Sudeste;11;82.61;0.12;Débit0;6;2.8
62195;03/09/2006;5544;Eletrônicos;Nordeste;2;856.18;0.08;PIX;6;4.2
55128;1/16/2013;6352;Beleza e Cosméticos;Nordeste;29;43.49;0.27;PIX;1;5.0
33268;03/07/2004;4345;Automotivo;Nordeste;5;298.2;0.21;Crédit0;12;2.4
32970;1/22/2006;2270;Automotivo;Nordeste;15;8.52;0.1;B0let0;18;4.0
85070;10/27/2023;3643;Eletrônicos;Sudeste;1;17.91;0.09;B0let0;23;3.2
27081;10/11/2013;3833;Grocery;Sudeste;1;887.53;0.07;B0let0;2;5.0
32595;12/29/2019;3678;Grocery;Sul;13;55.37;0.24;B0let0;18;4.3
89335;04/11/2015;5777;Livros;Sudeste;23;2.08;0.19;Crédit0;1;5.0
78818;01/12/2015;3361;Roupas e Acessórios;Sudeste;15;160.43;0.16;Crédit0;16;4.0
87353;08/08/2006;3606;Grocery;Nordeste;7;64.59;0.18;PIX;19;3.0
72394;1/19/2012;2040;Eletrônicos;Centro-Oeste;18;11.32;0.2;PIX;17;4.3
23879;10/03/2025;4519;Livros;Sudeste;1;17.03;0.1;PIX;18;2.0
94640;09/08/2019;5807;Eletrônicos;Nordeste;21;16.02;0.3;PIX;7;4.6
64693;07/03/2009;5315;Esportes;Nordeste;13;4.16;0.04;Crédit0;4;2.6
28412;06/02/2019;2398;Grocery;Sudeste;19;32.97;0.11;PIX;15;2.6
68333;2/25/2021;5213;Roupas e Acessórios;Nordeste;11;3.41;0.27;PIX;1;5.0
61091;12/14/2007;5539;Esportes;Sudeste;3;7.49;0.18;Crédit0;2;3.1
99235;01/03/2019;4826;Livros;Sul;5;418.53;0.21;Crédit0;23;2.1
14911;5/29/2025;1193;Roupas e Acessórios;Sudeste;3;118.32;0.3;PIX;1;3.4
107344;02/07/2010;3762;Eletrônicos;Nordeste;28;43.54;0.24;PIX;19;3.3
64026;5/24/2026;5318;Grocery;Sul;9;167.2;0.07;Crédit0;5;3.4
113161;11/22/2017;4222;Grocery;Nordeste;15;9.35;0.22;B0let0;6;3.6
61834;8/29/2005;1627;Grocery;Norte;1;17.74;0.13;B0let0;22;1.3
45832;10/15/2010;4356;Livros;Sul;3;2.66;0.08;Débit0;15;4.9
70015;8/30/2013;5709;Roupas e Acessórios;Norte;15;16.76;0.05;Crédit0;10;4.7
85243;12/17/2006;5707;Pets;Sul;16;552.31;0.05;B0let0;17;5.0
114140;3/20/2008;1980;Saúde;Sul;15;17.11;0.09;Crédit0;24;3.2
84789;5/24/2010;3470;Grocery;Sudeste;21;551.4;0.15;PIX;19;3.0
38641;6/16/2016;3490;Automotivo;Sudeste;16;118.88;0.15;Débit0;8;3.8
24022;03/08/2006;3263;Roupas e Acessórios;Sul;6;53.64;0.28;PIX;1;4.9
30239;01/07/2016;5704;Mobília;Nordeste;1;4.75;0.09;B0let0;5;4.1
11404;05/07/2011;1375;Eletrônicos;Sul;3;101.78;0.17;Débit0;2;1.9
17363;4/25/2010;4447;Livros;Sudeste;9;50.09;0.2;Débit0;4;4.6
23539;8/13/2020;5549;Automotivo;Norte;26;7.02;0.15;PIX;2;2.2
58360;11/20/2012;2586;Brinquedos;Sudeste;8;129.88;0.11;Crédit0;5;4.4
26678;04/02/2024;5130;Automotivo;Centro-Oeste;3;5.09;0.07;PIX;12;5.0
14620;4/24/2024;1106;Roupas e Acessórios;Sul;3;95.95;0.12;PIX;7;2.4
71990;06/05/2011;5849;Mobília;Norte;6;538.29;0.15;Crédit0;9;2.8
20606;11/30/2020;3194;Esportes;Sul;5;260.36;0.07;Crédit0;17;2.9
49192;8/26/2011;6862;Pets;Nordeste;6;749.89;0.23;Crédit0;18;5.0
15226;11/06/2011;4642;Casa;Sul;1;129.03;0.1;B0let0;21;3.7
14046;5/23/2004;1380;Eletrônicos;Sudeste;1;447.86;0.08;PIX;9;2.6
100905;8/18/2020;2451;Casa;Sudeste;26;725.76;0.06;PIX;10;2.6
23464;07/08/2009;4218;Beleza e Cosméticos;Sul;27;110.61;0.19;PIX;25;1.9
33738;11/01/2023;2521;Grocery;Sudeste;1;324.09;0.01;PIX;7;5.0
108507;6/29/2019;6714;Roupas e Acessórios;Centro-Oeste;1;8.06;0.23;B0let0;6;2.9
99696;02/02/2023;4197;Mobília;Sudeste;17;360.98;0.08;PIX;9;2.9
76643;06/03/2019;5612;Pets;Sudeste;4;597.43;0.25;PIX;5;2.6
82111;3/31/2017;4003;Pets;Nordeste;6;113.64;0.19;PIX;2;4.5
80458;4/18/2013;6743;Saúde;Centro-Oeste;6;39.41;0.22;Crédit0;19;4.1
68745;5/14/2023;6168;Mobília;Nordeste;19;291.66;0.09;Crédit0;5;5.0
99167;10/17/2008;4348;Grocery;Nordeste;1;387.78;0.1;Crédit0;22;2.4
82632;12/17/2009;2988;Beleza e Cosméticos;Sudeste;16;297.68;0.3;B0let0;14;3.5
84328;02/06/2004;3474;Casa;Nordeste;1;8.99;0.11;B0let0;11;4.7
114278;7/29/2018;6623;Roupas e Acessórios;Sudeste;3;460.84;0.19;Débit0;12;5.0
65406;6/23/2017;1316;Esportes;Centro-Oeste;12;15.64;0.21;Débit0;9;2.9
77813;3/19/2025;2401;Grocery;Sul;14;13.98;0.21;PIX;13;4.4
13820;3/14/2024;1046;Eletrônicos;Sul;7;307.75;0.12;PIX;7;1.8
45100;5/17/2007;2619;Casa;Sul;19;32.49;0.15;B0let0;22;4.0
82330;7/16/2025;6512;Grocery;Sudeste;8;6.87;0.12;PIX;12;3.0
19269;12/28/2004;5310;Eletrônicos;Norte;2;293.04;0.02;B0let0;2;2.8
61195;5/15/2010;1060;Saúde;Centro-Oeste;11;273.0;0.28;B0let0;3;4.1
36928;2/28/2013;4716;Automotivo;Nordeste;1;29.31;0.11;PIX;25;3.9
